postgres_container  | 
postgres_container  | 2025-01-17 20:58:18.687 UTC [28457] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:58:18.687 UTC [28454] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:58:18.687 UTC [28454] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:58:18.687 UTC [28454] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:58:18.688 UTC [28458] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:58:18.688 UTC [28458] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:58:18.688 UTC [28458] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:58:18.688 UTC [28629] WARNING:  terminating connection because of crash of another server process at character 8
postgres_container  | 2025-01-17 20:58:18.688 UTC [28629] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:58:18.688 UTC [28629] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:58:18.726 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:58:18.739 UTC [28630] LOG:  database system was interrupted; last known up at 2025-01-17 20:57:11 UTC
postgres_container  | 2025-01-17 20:58:18.918 UTC [28630] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:58:18.921 UTC [28630] LOG:  redo starts at 0/3B7F1A28
postgres_container  | 2025-01-17 20:58:18.923 UTC [28630] LOG:  invalid record length at 0/3B8037C0: wanted 24, got 0
postgres_container  | 2025-01-17 20:58:18.923 UTC [28630] LOG:  redo done at 0/3B803798
postgres_container  | 2025-01-17 20:58:18.935 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 20:59:07.754 UTC [28696] FATAL:  password authentication failed for user "postgres"
postgres_container  | 2025-01-17 20:59:07.754 UTC [28696] DETAIL:  Role "postgres" does not exist.
postgres_container  | 	Connection matched pg_hba.conf line 99: "host all all all md5"
postgres_container  | 2025-01-17 20:59:07.924 UTC [28697] FATAL:  password authentication failed for user "postgres"
postgres_container  | 2025-01-17 20:59:07.924 UTC [28697] DETAIL:  Role "postgres" does not exist.
postgres_container  | 	Connection matched pg_hba.conf line 99: "host all all all md5"
postgres_container  | 2025-01-17 20:59:08.041 UTC [28698] FATAL:  password authentication failed for user "postgres"
postgres_container  | 2025-01-17 20:59:08.041 UTC [28698] DETAIL:  Role "postgres" does not exist.
postgres_container  | 	Connection matched pg_hba.conf line 99: "host all all all md5"
postgres_container  | 2025-01-17 20:59:48.087 UTC [1] LOG:  server process (PID 28681) was terminated by signal 9: Killed
postgres_container  | 2025-01-17 20:59:48.088 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-17 20:59:48.088 UTC [28638] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:59:48.088 UTC [28638] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28638] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28639] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:59:48.088 UTC [28639] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28639] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28651] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:59:48.088 UTC [28651] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28651] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28637] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:59:48.088 UTC [28637] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28637] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28719] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:59:48.088 UTC [28719] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28719] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28720] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:59:48.088 UTC [28720] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:59:48.088 UTC [28720] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:59:48.089 UTC [28634] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:59:48.089 UTC [28634] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:59:48.089 UTC [28634] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:59:48.089 UTC [28640] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:59:48.089 UTC [28640] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:59:48.089 UTC [28640] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:59:48.127 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:59:48.144 UTC [28831] LOG:  database system was interrupted; last known up at 2025-01-17 20:58:18 UTC
postgres_container  | 2025-01-17 20:59:48.203 UTC [28832] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:59:48.305 UTC [28831] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:59:48.308 UTC [28831] LOG:  redo starts at 0/3B803838
postgres_container  | 2025-01-17 20:59:48.310 UTC [28831] LOG:  invalid record length at 0/3B814F28: wanted 24, got 0
postgres_container  | 2025-01-17 20:59:48.310 UTC [28831] LOG:  redo done at 0/3B814F00
postgres_container  | 2025-01-17 20:59:48.319 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 21:00:10.197 UTC [1] LOG:  server process (PID 28868) was terminated by signal 9: Killed
